house_id,rooms,bathrooms,area_m2,description,image_url,location_id,seller_id
498,,,317.0,Terrain 317m2 à vendre derrière honomo hotel hangar pelerin très bon site Prix : 130Millions FCFA Page Facebook :Habitat square Immobilier,,51,19
499,,,32.2,C'est un champ à Mbodiene de 3ha 2A. A l'intérieur un poulailler de 10000 poulets à finir un grand bassin d'eau un puits et un magasin de stockage. C'est entièrement clôture. Très intéressant pour un projet.,,26,231
500,6.0,6.0,150.0,Villa à vendre R+1 à Keur Massar u9 150m2.1salon 1séjour 3chambres 3toilettes 1cour 1patio idem à l'étage. Prix à débattre.,,3,232
501,,,,Maison à vendre à Dakar biscuiterie près de la pharmacie Béné tally 150 mètre carré 4 étages.,,87,233
502,6.0,6.0,,"Votre agence Diamane immobilière vous propose une belle maison d'hôtes à vendre à Toubacouta dans la Région de Fatick. Cette magnifique maison d'hôtes sur un terrain de 625m2 NB: titre foncier . Elle est composée d'un grand bâtiment R+ 1 . Au RC 4 chambres entièrement meublées avec salle d'eau , ventilée , cuisine à côté wc, un petit bar , un atelier, magasin , un groupe électrogène de de marque Caterpillar , d'une jacuzzi à arbre fruitier , et un grand flamboyant . A l'étage 2 chambres + salle d'eau ventilée et climatisé. Une cuisine, un bar , une grande terrasse, et un couloir. Très ventilée avec une vue panoramique vers la mangroves. Un bateau de 7,25 avec moteur très puissant Yamaha 4 temps moteur 60 CV , d'un véhicule 4×4 Mitsubishi L200 de 2011, avec162000 kms en très bon état . Prix offert.",,58,79
503,6.0,4.0,240.0,"Grande maison de 4 chambres + studio indépendant, avec piscine et magnifique jardin arboré et fleuri sur un terrain de 930 m² Idéalement située sur la Petite Côte, à 5 minutes de la station balnéaire de Saly Portugal et à 250 m de la mer, dans un quartier calme et résidentiel du village de pêcheurs de Ngaparou (tous commerces et 2 centres commerciaux à proximité). Toutes les chambres sont climatisées. Puits, groupe électrogène, onduleur, 2 places de voiture. Vendue meublée.",,20,94
504,2.0,2.0,60.0,"Nous vous proposons en location journalière, un bel appartement meublé situé à Yoff sur la route de l'aéroport très bien placé sur une zone accessible et sécurisée. Il comprend 2 chambres, salon 2 toilettes, une cuisine bien équipée, toutes les chambres sont climatisées ainsi que le salon. L'appartement peut prendre 4 personnes et la location minimum est de 3 jours.",,62,191
505,,,,"Nous mettons à votre disposition des chambres meublées sises au sicap liberté 2 derrière le stade Demba Diop Si vous êtes intéressés ou souhaitez plus d’informations, contactez moi.",,60,236
506,,,,"Nous mettons à votre disposition ce superbe studio meublé avec 1 grande chambre, 1 armoire 4 battants, 2 canapés, Tv, Wifi, salle de bain, cuisine équipée... Situé à Sacré coeur 3 Femme de ménage tous les jours.",,29,237
507,,,,"Nous louons des chambres meublées ventilées ou climatisées à Sacre coeur 3. Propres et calmes, elles sont situés dérriere la Residence Mamoune. Wifi, chaines sattelites, drap propres et services de nettoyage tous les jours",,29,237
508,2.0,2.0,99.0,Nous vendons ces appartements de 2 chambres salon 2 salles de bains cuisine américaine dans le salon parking. Possibilité de vente avec versement de la moitié et délai de finition sur 6 mois.,,10,238
509,3.0,3.0,350.0,A deux pas de la mer de Ngor virage loué cet appartement de 350m2 dont 70m2 de terrasse donnant sur la mer. Composé de 3 chambres 3 salles de bains le tout climatisé avec une cuisine équipée à l'européenne fourre frigo placard. L'immeuble à un ascenseur ;groupe électrogène service de sécurité 24h/24.,,51,238
510,1.0,2.0,90.0,"Joli studio entièrement meuble au virage a côté de auchan.le studio est composé de:une chambre, salon, 2 toilettes, cuisine, véranda, wifi, canal, machine à laver, gardien (24/24), climatisation.....bref, tout le nécessaire pour vivre paisiblement. Possibilité réduction pour long séjour.",,10,239
511,3.0,2.0,180.0,"Appartement très spacieux à louer à sacré cœur 3 a 2mn de marche à la vdn Composé de 3 chambres, 2 salle de bain, 1 toilettes visiteur, une grande espace familial, 1 balcon, un parking dans un immeuble très sécurisé h24",,46,240
512,1.0,2.0,150.0,"Très grand appartement aéré, deux balcons, zone calme, près de Auchan, restaurant, Brioche d'orée Possibilité d'avoir une chambre supplémentaire.",,19,241
513,6.0,3.0,300.0,"Belle villa bien placé à Touba, non loin de la résidence de Serigne Abdou Karim, construite sur un terrain de 900 m², positionnée en 1ere ligne sur la route. Cette villa vous séduira par ses beaux volumes: composée de 6 chambres, grand salon, cuisine aménagée, grande véranda, 3 Salles de bain, douche et WC visiteur. La villa a également 2 magasins qui donne sur la route.",,104,94
514,,,2.0,"Belle opportunité a saisir Villa a demolir position d angle 2000m2 titre foncier a fann résidence en face hotel radisson ,pour un bon projet immobilier. Prix 1.500.000frs le m2",,21,242
515,4.0,4.0,750.0,"Très belle villa, avec jardin arboré et piscine à vendre dans un coin recherché des Almadies. La maison est composée d’un salon, d’une salle à manger, de 4 chambres avec 4 salles de bain, un bureau, une grande cuisine, un coin buanderie, toilettes visiteurs, poste de gardiennage avec toilettes, double garage. La villa est rationnelle, très lumineuse et très agréable à vivre. Le jardin avec piscine, case, et terrasse est un atout supplémentaire. La villa se situe sur un terrain de 750 m2. Titre foncier. Prix nous consulter.",,36,88
516,5.0,5.0,260.0,Villa surplombant TOUBAB DIALAW plage à 5mn en contrebas Villa comprenant:RDC : appartement de 110m2 + garage 15m2 + buanderie 3m2 + véranda 8m2 Appartement: 1suite parentale 20m2 + SDB 9m2 + 1 chambre 2pers avec salle d'eau + 1 grande cuisine avec placards/ grand plan de travail et grande ouverture passe plat sur la salle à manger + séjour salon salle à manger + bureau + grand couloir desservant toutes les piècesETAGE 3 grands studios de 45/42 et 43 m2 comprenant chacun : 1 grande chambre + 1 cuisine + 1 salle d'eau douche wc et lavabo,,44,201
517,5.0,5.0,350.0,"Vends magnifique propriété sur environ 9000 M2 de terrain . La maison est compose de 5 chambres, dont deux indépendantes: chaque chambre est équipée de sa salle d'eau, toilettes séparées et dressing . Chaque chambre est équipée d'un climatiseur LG inverter. La surface habitable est de plus de 350 M2, dont une cuisine séparée, semi-professionnelle de 60 M2 . Salon de plus de 100 M2. Maison de gardien aménagée . Piscine 12X5 mètres. Atelier . Nous sommes autonomes tant en eau, par un forage et deux réserves d'eau, que pour l'électricité . Nous sommes équipés d'un groupe PRAMAC 15 kwa triphasé, automatique et couplé à SENELEC. Le terrain est arboré par de nombreux arbres fruitiers en production, manguiers, anacardiers, bananiers et autres. Nous sommes situés dans le charmant village de YAYEME, dans la fabuleuse région du SINE SALOUM .",,100,196
518,6.0,1.0,150.0,"Villa R+1 située à Keur Massar jaxxay unité 20 en face hopital des jaxxaay.composée au RDC de 2 magasins , 2 chambres et une grande cour. Au 1ér étage 3 chambres salon sdb espace familial,toilette publique.",,3,2
519,,,,Bonjour aux HLM 3 de Dakar non loin de la corniche nous disposons des villas habitables double façade de 170 m2 de - 3chambres sal sa salle de bain intérieure extérieure cuisine - et autres,,14,83
520,4.0,5.0,500.0,"Belle villa avec toutes les commodités (piscine,jardin)ect…,composée de 4ch,salon,5sdb ,cuisine équipée,terrasse ,dans un cadre de vie calme et résidentiel.pour plus d’infos, nous consulter.",,21,36
521,5.0,7.0,260.0,"Belle villa sise au point-e et habitable de suite. Composée de 5ch dont chacune sa salle de bain,grand salon ,espace familial,cuisines africaine et européenne ect… Pour plus d’infos,nous consulter.",,49,36
522,5.0,5.0,300.0,"THIÈS Très belle villa R+1 jamais habitée, située à Fahu derrière le stade Lat Dior",,27,245
523,3.0,3.0,,Appartement de 3 chambres salon cuisine espace familial 2 sdb et une toilette visiteur à cité keur Gorgui au niveau du rond point immeuble avec 2 ascenseurs et parking gardiennage 24h/24 Appartement f3 dans le même immeuble avec 2 sdb et toilettes visiteur,,25,249
524,2.0,3.0,150.0,2 chambres salon 3 toilettes dont 1 visiteur cuisine américaine 2 patios et 1 cour arrière pour les 2 chambres climatisées avec placards intégrés.,,49,162
525,3.0,4.0,300.0,"Superbe penthouse de 300 m2 avec 2 grandes terasses de part et d'autre de l'appartement, 3 chambres, cuisine américaine dans une résidence avec ascenseur groupe électrogène caméras de surveillance et sécurité 24h/24",,49,162
526,1.0,1.0,75.0,"Nous louons des chambres climatisées bien équipées, tables à manger, matériel du petit déjeuner, wifi, femme de ménage avec de mini salon à Ngor Almadie et Ouakam pour de courtes durées et des longs séjours à des tarifs réduits Gardiennage 24h/24. Zone Ouakam / Ngor Almadies.",,10,178
527,,,300.0,Terrain vide de 300 mètres carrés à louer à mermoz près de ka VDN.,,29,13
528,1.0,2.0,100.0,"Studio F2 au rez de chaussée avec 2 toilettes dont 1 visiteur, cuisine américaine, climatiseurs et placards intégrés dans un immeuble avec ascenseur, groupe électrogène et sécurité 24h/24.",,49,162
529,,4.0,200.0,"3 chambres salon 4 toilettes dont 1 visiteur cuisine équipée ascenseur et groupe électrogène, sécurité 24h/24",,49,162
530,3.0,3.0,300.0,Villa avec piscine entièrement meublée est en vente a Popenguine Ndayane. Elle comprend :,,15,250
531,4.0,1.0,150.0,"Belle villa angle à vendre à Zac Mbao à côté de la cité sonatel, située au niveau du rond point de la clinique Naby.",,12,175
532,2.0,1.0,150.0,"Splendide villa à vendre à Diamniadio, à côté de la mairie. Composée de : 2 chambres salle de bain 1 salon 1 magasin 1 garage 1 toilettes Extérieur 1 cuisine",,68,175
533,5.0,7.0,250.0,"Très belle villa neuve ,avec des finitions très modernes. Composée de 5ch,7 Sdb,2 cuisines africaines et européenne,2 grands salon,piscine ect… Pour plus d’infos,nous consulter.",,36,36
534,3.0,2.0,170.0,"A 5 heures de Paris - 345 jours de soleil / l' an - à Somone sur la petite cote du Sénégal - tous services à proximité - proche aéroport et autoroute. Un particulier vends sa maison tout confort - construction 2016 - 170 m2 habitable sur 600 m2 de terrain - à 500 m d' une lagune & 800 de l' océan - 5 pièces - 170 m2 habitables - meublée en partie - jardin d' agrément très arboré - 3 terrasses ( 250 m2) dont une solarium avec jacuzzi - autonome en eau, et en énergie à 50 % - chauffe eau solaire - grand garage & magasin - nombreux rangements.",,37,251
535,,,310.0,Belle villa R+1 TF neuve 310m2 à vendre zac mbao 04chambres+02salons+cuisine+cours+double garage+terasse Page Facebook :Habitat square Immobilier,,12,19
536,,,10.0,"1ha plein pied en face de la lagune,idéal pour tout projet immobilier ou à usage d’habitation. Pour plus d’infos,nous consulter .",,37,36
537,,,,Votre agence immobilière Keur-Immo vous propose à la location aux Almadies. Studionsitué sur le toit terrasse d'un petit immeuble récent. Vous y trouverez le calme et le confort que vous recherchez.,,36,8
538,,,1.1,"NGAPAROU Villa située sur le domaine des clous de cocotiers,zone résidentielle non loin de chez Waly Seck chanteur",,20,245
539,2.0,,,⭐ Visite virtuelle disponible sur demande ⭐,,36,8
540,,5.0,300.0,"Nous mettons en location une belle villa moderne de 5 chambres 2 salons, 2 cuisines, sis à ngor almadies et composée au RDC : •un garage pour 2 voitures, un petit jardin, un hall d’entré, une chambre d’ami avec sa salle de bain, un grand salon lumineux avec Split, espace familiale, toilettes visiteurs, une cuisine, une chambre pour le personnel de maison avec sa salle de bain, •Au 1ier étage : une grande chambre parentale lumineuse avec Split et un joli dressing + salle de bain, un bureau, un grand salon donnant sur un balcon 2 chambres d’enfants avec placards et salle de bain individuel. • Au 2ieme étage : une grande terrasse une cuisine + débarras et toilettes.",,10,253
541,1.0,2.0,,Studio à louer almadies : chambre+salon+cuisine+salle de bain+toilette visiteur Page Facebook : Habitat square Immobilier,,36,19
542,4.0,4.0,256.0,"Location d’un magnifique appartement F5 (4 chambres et 1 salon) de plus de 250 m2 avec une exceptionnelle vue sur mer au dernier niveau de la résidence Atlantic View Residences. L’appartement est livré avec une cuisine de grande marque entièrement équipée, des matériaux de premiers choix et un système complet de climatisation. Toutes les chambres de l’appartement sont fournies en dressing (+sdb). La résidence est un espace de vie convivial, sécurisé offrant une grande terrasse aménagée avec vue sur mer, une piscine commune et une salle de sport sur la terrasse. La résidence dispose également de bâches à eau de grandes capacités avec surpresseur, d’un groupe électrogène, de places de parking privé au sous-sol, d’un service de sécurité 24/7 ainsi que la vidéo protection. NB : Location non meublé, disponibilité à partir de fin mars.",,51,71
543,3.0,3.0,180.0,"Idéalement située dans le quartier paisible de nord liberté 6 Extension, à proximité des grands axes routiers, la résidence Al Maktoum est un immeuble de six (6) étages disposant d’une salle polyvalente, d’une salle de sport, de places de parking privé au sous-sol et d’un service de conciergerie moderne. Très lumineux et fonctionnel, l’appartement est livré avec des matériaux de premiers choix et une finition méticuleusement suivie. La cuisine est entièrement équipée (Frigo, cuisinière, four encastrable, micro-onde, lave-vaisselle, hotte, plaque de cuisson) et toutes les salles de bain reflètent une modernité et confort contemporain avec des sanitaires, mobilier et carrelage de premier choix. Sur 180m2, l’appartement est composé de 3 chambres (+3 SDB), un grand salon, un espace familial. L’immeuble sera géré par un syndic de copropriété et disposera d’une entrée privée et sécurisée (24/7).",,53,71
544,5.0,4.0,630.0,"Bâtie sur un terrain de plus de 600 m2, la villa est de type R+1 offrant plusieurs espaces verts, un jardin (Gazon brésilien) sur près de 150 m2 (cour avant et arrière) ainsi que des terrasses. Vous disposez également à l'entrée d'un garage de deux places et d'un local de rangement. Avec de grands volumes dans toutes les pièces et une architecture optimisée pour une bonne aération et assez de lumières, vous disposez au rez de chaussée d’un salon et d’un espace salle à manger, d’une cuisine, d’un office de service, d’une terrasse, une chambre visiteur ainsi qu’une dépendance domestique. A l’étage, il y a une grande suite parentale, 2 chambres secondaire, un espace familial et un bureau. Merci de nous contacter pour plus d'informations.",,51,71
545,2.0,,,Appartement F3 commercial à vendre vdn 02chambres+salon+cuisine Page Facebook :Habitat square Immobilier,,47,19
546,5.0,5.0,200.0,A vendre villa spacieuse F6 de standing R+2. 1 salon + salle à manger - 1 séjour privatif – 1 grande chambre parentale avec salle de bain + placards et dressing - 4 chambres toutes avec salles de bain +placards – double cuisines – dépendance domestique – 1 grande terrasse – 1 toilette visiteur – double garages – 1 cour – 1 jardinet Titre foncier,,47,254
547,4.0,4.0,2.5,"Charmante propriété F4 à vendre, accessible non loin de l’hôtel la Belle Etoile et du commissariat avec toutes les commodités. Avec son étendue de jardin arboré sur 2500m2-piscine Titre : bail",,4,254
548,,,1.02,Résidence bon standing à vendre à 200 m de la mer avec tout le mobilier inclus. Comprenant 1 maison centrale – 3 studios – 2 chambres – 1 duplex – 2 piscines. Superficie 1020m2 – surface bâtie 246m2 Titre : bail,,74,254
549,7.0,10.0,165.0,Maison R+1 en vente 3 chambre salon garage 2 chambre salle de bain 1 chambre simple et cuisine et toilette visiteur grand cour familiale 1ère étage 4 chambre salon 3 chambre salle de bain et 1 chambre simple toilette visiteur espace familiale Fondation R+3 Papier titre foncier individuel Prix 110 million à débattre,,18,108
550,3.0,4.0,900.0,"Très jolie villa avec toutes les commodités (piscine,jardin ect…),sise à Ngaparou. Composée de 3ch ,salon,cuisine équipée ect… Pour plus d’infos,nous consulter",,20,36
551,,2.0,180.0,Je vends ma maison angle 180 m2 a Petit Mbao avec fondement et rez de chaussée (a terminer) a un prix très abordable. Papiers ( Attribution ) originaux disponibles et clean.,,2,255
552,3.0,2.0,157.0,"Villa d’angle sis à Hlm grand medine ,très bien placée ,en 4ème position de la Vdn prolongée (blv Aliou Sow). La villa peut être réfectionnée ou à démolir( pour un bon projet immobilier). Pour plus d’infos,nous consulter",,47,36
553,,,,Bonjour aux HLM de Dakar non loin de la corniche nous disposons des villas habitables double façade de de 110 à 170 m2 de - 3chambres sal sa salle de bain intérieure extérieure cuisine - et autres,,14,83
554,6.0,6.0,,"Votre agence Diamane immobilière vous propose une belle maison d'hôtes à vendre à Toubacouta dans la Région de Fatick. Cette magnifique maison d'hôtes sur un terrain de 625m2 NB: titre foncier . Elle est composée d'un grand bâtiment R+ 1 . Au RC 4 chambres entièrement meublées avec salle d'eau , ventilée , cuisine à côté wc, un petit bar , un atelier, magasin , un groupe électrogène de de marque Caterpillar , d'une jacuzzi à arbre fruitier , et un grand flamboyant . A l'étage 2 chambres + salle d'eau ventilée et climatisé.  Une cuisine, un bar , une grande terrasse, et un couloir. Très ventilée avec une vue panoramique vers la mangroves. Un bateau de 7,25 avec moteur très puissant Yamaha 4 temps moteur 60 CV , d'un véhicule 4×4 Mitsubishi L200 de 2011, avec162000 kms en très bon état . Prix offert.",,58,79
555,3.0,3.0,236.0,"Je loue ce penthouse avec grande terrasse de 236grand, salon, cuisine équipée, très accessible. Composition: 3 chambres, placards, 3 salles de bains, WC, cuisine avec placards. Service de sécurité 24h24 et parking",,36,238
556,3.0,3.0,200.0,Louez cet appartement neuf très spacieux grand standing en bordure de route aux almadies de 200m2 composé d'un grand séjour ;de 3 chambres avec placards 3 salles de bains wc cuisine avec placard service de sécurité 24h 24 .,,36,238
557,1.0,1.0,90.0,"Nous louons ce studio très accessible sur une route goudronnée composée d'une chambre avec sa salle de bain, cuisine avec placard four, salon, WC, une cour arrière aménageable en jardin. Service de sécurité 24h24",,36,238
558,3.0,3.0,200.0,Appartement grand standing neuf à louer aux Almadies derrière expert auto en face du casino du cap vert au 3eme étages 200 m2 . Le tout déjà climatisé parking fermé ainsi que salle de sport et placards dans toute les chambres,,36,176
559,2.0,2.0,150.0,Nous mettons en location cette villa moderne entièrement meublé avec des meubles de qualité et de dernière génération . La maison est composé de 2 chambres ayant une salle d’eau dans la chambre parentale et une toilette visiteur et est situé à nord foire non loin du YOUM YOUM . PRIX : 700.000 FCFA PAR MOIS AVEC DES CONDITIONS DE 4 MOIS ( 2 mois de caution et 1 mois de loyer d’avance et 1 mois d’agence POSSIBILITÉ D’ACHETER LES MEUBLES À 4 MILLIONS ET LOUER LA MAISON VIDE À 500.000 FCFA (NB: contrat minimum de 1 an renouvelable par tacite reconduction) Le même standing disponible également en appartement de 2 chambres salon 3 toilettes avec des meubles sur la VDN en face hypermarché Exclisive au même prix affiché.et mêmes conditions,,13,176
560,,,30.0,Nous mettons en location des magasins au maristes .situé juste après la banque Cbao non loin de la banque asep ( légèrement en second position) sur une route secondaire goudronnée. 30m2 a 175.000 FCFA TTC 35 m2 a 225.000 FCFA TTC CONDITIONS D’ENTRÉ :4 MOIS OBLIGATOIRE,,19,176
561,3.0,4.0,220.0,Non loin de fenêtre Mermoz juste à côté du rond point de la mosquée de la divinité vers la mer ( vue sur mer) nous mettons en location des appartements très grand standing avec toutes les commodités ascenseur parking sous-sol cuisine équipée à l’américaine groupe électrogène etc....,,22,176
562,3.0,4.0,220.0,"Nous mettons en location des appartements de luxe de dernière génération avec toutes les commodités ascenseur, parking sous-sol, groupe électrogène, réserve d’eau, climatiseurs, cuisine équipée, ventilations, systèmes de détection de présence dans toute les Piece, placards, dressing , baignoire etc..... Situé a 2 mn de fenêtre de Mermoz à côté du rond point de la mosquée de la divinité en bordure de la mer ( vue sur mer)très accessible au centre ville ainsi qu’aux Almadies.",,22,176
563,4.0,4.0,250.0,"Situés au cœur des Almadies sur la route du méridien , nous mettons en location des appartements de derrière génération ultra moderne avec toutes les commodités. Des 3 chambres avec chacune des dressings et salles de bain. Et une 4eme chambre de bonne Cuisine équipée, groupe électrogène, 2 sous-sol,salle de sport ,2 ascenseur, concierge etc... NB : les prix varient selon la zone : Almadies (2 millions F5 et 1,5 million f4 virage",,36,176
564,4.0,5.0,200.0,"Des appartements de très haut standing avec des finitions de derrière génération.Avec toutes les commodités les appartements sont de type F4 ( 3 chambres salon cuisine équipée à l’européenne et une cuisine africaine ainsi qu’une dépendance domestique.situé au cœur du point E les appartements sont dotés d’une luminosité éclatante, d’un parking sous-sol,groupe électrogène et d’un ascenseur de derrière génération,des caméras de surveillance et d’un concierge ,d’une très grande terrasse le tout déjà climatisé.",,21,176
565,3.0,5.0,230.0,Avec une vue impeccable et dégagée sur la mer nous vous proposons des appartements ultra modernes de derrière génération sur fenêtre Mermoz en face de la mer et de la mosquée de la divinité.RÉSIDENCE ATLANTIKA En bordure de mer CORNICHE DES MAMELLES Entrée au 15 janvier Réservation ouverte Location : 2.500.000 Conditions : 4 mois,,29,176
566,6.0,7.0,200.0,Villa neuve de 6 chambres salon et bureau R+1 avec cuisine équipée et climatisation dans toutes les chambres ainsi que placards. A2 minute de l’école internationale bilingue Américaine du zone de recasement Almadies.,,36,176
567,4.0,3.0,150.0,Je vous propose une villa de 4chambres salon Situé dans un quartier Accessible et facile d'accès,,39,37
568,,,150.0,Je vous propose un terrain angle de 150 metres carré aux Almadies 2 derrière la base française,,54,37
569,,,800.0,"Immeuble R +3 bati sur une superficie de 800 mètres carrés constitué de 8 appartements de 3 chambres salon cuisine équipée dont 2 appartements par palier parking extérieur idéal pour ONG, bureaux ou habitation.",,36,13
570,2.0,,,Je loues un appartement meublé type 2 chambres avec 1 salle(s) de bain et un salon. Minimum de location 4 jours. Veuillez me contacter pour toutes informations,,14,261
571,3.0,3.0,,"Nous louons un appartement meublé de trois chambres salon très luxueux et accessible au cœur des Almadies à côté de la brioche dorée . Tous nos chambre et salon sont climatisés. Wifi, canal, femme de ménage, gardiennage h24 et un ascenseur pour monter au 2eme étage.",,36,173
572,2.0,1.0,100.0,Je fais louer un appartement meublé type 2 chambres avec 1 salle de bain. Pour toutes autres informations contactez moi si vous le souhaitez.,,85,262
573,4.0,3.0,175.0,"Belle villas R+1 aux Almadies 2 ZAC Mbao dans une cité fermée et déjà habitée. Sécurité 24/24H 4 chambres , Grand salon , cour privée , 3 salles de bain , parking intérieur, accès terrasse.",,42,263
574,2.0,1.0,160.0,Je mets à votre disposition une villa 2 chambres salon cuisine garage toilette extérieure et intérieure 3 cours très accessible tout près de la gare train express TER de Keur Mbaye Fall. La finition enduit plomberie Électricité et les précadre sont déjà réalisés reste seulement les portes carrelage et peinture très accessible. La villa dispose d'un Plan béton et plan architectural.,,12,264
575,9.0,6.0,150.0,"Un immeuble de R+1 composé de 2 appartements : au rdc un appartement de 3 chambres,cuisine, garage.... à l'étage un appartement de 4 chambres, séjour , cuisine....en finition",,3,265
576,4.0,2.0,167.0,FOR SALE/RENT English version below,,78,266
577,1.0,1.0,70.0,"Appartement meublé climatise à louer derrière résidence mamoune aux premiers étage Chambres , salle d'eau, salon, séparés , toilette visiteur toilettes, balcon Wifi Canal Micro-ondes Frigo Cuisinière",,29,192
578,3.0,3.0,150.0,TRES BELLE APPARTEMENT A LOUER EN FACE STADE LEOPOLD SEDAR SENGHOR 3 GRAND CHAMBRE SALON DONT LA CHAMBRE PARENTAL AVEC SON SALLE DE BAIN INTERIEUR UNE DEUXIEME CHAMBRE AVEC SON SALLE DE BAIN INTERIEUR ET UNE CHAMBRE AVEC TOILETTE .,,89,192
579,,,400.0,Je vends un grand terrain en délibération de 420 m2. Il se trouve à Ngaparou et débouche sur 2 rues. C'est pas très loin de la boulangerie et du centre commercial. Zone très accessible : il se trouve en 2ème position sur la route et les 2 rues se débouchent sur une route goudronné Le terrain est en délibération (papier en titre foncier entrain d’être fait),,20,105
580,,,507.0,Je vends un terrain de 507 m2 qui se trouve aux aigrettes à la somone. C’est une délibération,,37,105
581,2.0,1.0,80.0,RÉSIDENCE AVEC 4 APPARTEMENTS AU 1 er ET 2 eme DE 2CHAMBRES DONT 1 AVEC SDE 1 SALON AVEC BALCON 1 CUISINE ÉQUIPÉE ET SDE VISITEUR 2 APPARTEMENTS DE 1 CHAMBRE AVEC SDE 1 SALON 1 CUISINE ÉQUIPÉE AU RDC TOUT LES APPARTEMENTS EONT ENTIÈREMENT CLIMATISÉ AVEC IPTV EAU CHAUDE -MACHINE À LAVER QVEC SÈCHE LINGE -GROUPE ÉLECTROGÈNE-FEMME DE MÉNAGE CHAQUE JOUR DRAPS ET SERVIETTES FOURNIS -GARDIENNAGE 24/24 RESIDENCE PROCHE DES COMMERCES ET DE LA PLAGE,,51,271
582,,,,"Je loue mon Studio de type américain, meublé, climatisé avec wifi à l'intérieur.",,89,272
583,,,,"Nous mettons en location un appartement composé de deux pièces avec espace familial, cuisine, patios, toilette extérieur. Entrée personnel conditions 3mois prix TTC",,46,217
584,,,300.0,Je vends des lots de terrains (Titre foncier) globale déjà lotissé droit réelle et arrêté ministériel 300m2 dont 15/20m devant notaire. Pour toutes autres informations contactez moi si vous le souhaitez.,,27,273
585,3.0,3.0,,Résidence atlantika sur la corniche. Vue splendide sur la mer 3 chambres salon cuisine semi équipée 3 salles d eau interne + toilette visiteur. toutes les pieces sont climatisées. la résidence dispose de salle de sport salle polyvalente espace vert parking piscine.,,73,217
586,3.0,4.0,180.0,"Nous louons de très bel Appartement F4 à point E dans un immeuble neuf de R8. Les appartements sont très spacieux avec une composition de trois chambres sbs climatisées , espace de rangement, une suite parentale avec dressing et terrasse, un grand séjour avec terrasse , une cuisine équipée, , toilette extérieur. Commodité parking privé, gardiennage, ascenseur Conditions 4mois",,49,217
587,3.0,5.0,350.0,"Immeuble R+7 Al Fatah situé dans un quartier résidentiel très calme aux almadies. Le Penhouse est composé de 3 magnifiques chambres très spacieuses avec dressing, un énorme entrée salon de plus de 100m2 une splendide cuisine équipée avec débarras , une toilette extérieur . La luxueuse suite parentale composée de deux dressing avec jacuzzi dans la salle de bain plus une très grande terrasse avec vue dégagée sur mer. Le Penhouse dispose aussi d’une Piscine privée avec une superbe terrasse de 100m2 ,et une toilette extérieur . Une salle de sport public a aussi été installé au niveau du Hall d’entrée de l’immeuble. Une place de parking privée réservée pouvant abrité deux véhicules pour le futur preneur. L’immeuble dispose d’ascenseurs à préciser qu’il est neuf . Conditions d’entrée inbox",,36,217
588,5.0,,200.0,"A VENDRE UNE ANCIENNE VILLA D’ANGLE DE 200 M2 A MÉDINA SUR LA CORNICHE TRÈS TRÈS COMMERCIALE , DE TITRE FONCIER NB: IDÉAL POUR UN PROJET IMMOBILIER",,63,54
589,5.0,,1.0,A VENDRE UNE ANCIENNE VILLA D’UNE SUPERFICIE DE 1000 M2 A FANN RESIDENCE DANS UN QUARTIER RÉSIDENTIEL À 1.400.000 / M2,,21,54
590,2.0,1.0,170.0,Villa basse de 170 m² aux HLM grand medine composée de 2 chambres salon cour à vendre produit direct,,35,67
591,4.0,3.0,500.0,"Une Maison de quatre chambres a vendre a la Somone sur un terrain de 500m2, a 3mn de la route goudronnée et moins de 10mn de la mer a pied.",,37,105
592,,,,"Vends 2 villas dans un domaine sécurisé, accès voiture ,400 m de sa plage privée, piscine commune, proche de toutes commodités.",,80,278
593,,,,Villa R+2 TF à vendre cité sipress mourta vdn : 05chambres+salon+cour Page Facebook :Habitat square Immobilier,,47,19
594,,,283.0,Villa 283m2 TF à vendre sacre coeur 2 Sacré Cœur 2 ideal pour un très bon projet immobilier : Page Facebook :Habitat square Immobilier,,46,19
595,3.0,,150.0,Maison à vendre unité 11 /A cité Keur Massar Jaxaay située à moins de 80 m des de voies de la route de keur massar pres senelec . composée de 2 chambres salon cour devant et derriere .Papiers SNLHM,,3,2
596,,,200.0,Bel Immeuble R+3 neuf à vendre Nord foire très accessible : Surface : 200m2 Bail individuel Rdc /1ér /2ieme /3ieme étage 04chambres+salon+cuisine Terasse appartement F3 A débattre Page Facebook :Habitat square Immobilier,,13,19
597,4.0,5.0,150.0,Villa r+1 angle à vendre à liberté 6 extension Composée au rez-de-chaussée d 1 chambre avec salle de bain 1 salon 1 cuisine toilettes visiteur et 1 garage Au 1ère étage 3 grandes chambres avec salle de bain et la terrasse au dernier niveau bail individuel de 150 m2 titre foncier en cour .,,53,67
598,3.0,,,"Villa toute neuve de 400 m2 sur terrain de 1500 m2, 3 ch, 3 Sdb, toilette visiteur, 2 salons, cuisine équipée, buanderie, deux terrasses, un studio indépendant et équipé, pool house, grande piscine et un très grand jardin. Dans une résidence privée et fermée. Maison entièrement meublée et équipée, y compris électroménager, vaisselle, linge de maison, etc. Onduleur + batteries avec autonomie électrique de 6h. Réservoir enfoui de 12.000 litres d’eau.",,80,283
