publication_id,publication_datetime
22997,2021-09-07 16:39
22998,2021-09-06 12:44
22999,2021-09-06 12:43
23000,2021-09-06 12:41
23001,2021-08-13 20:04
23002,2021-08-04 14:09
23003,2021-07-30 13:36
23004,2021-07-30 13:32
23005,2021-07-27 15:00
23006,2021-06-07 00:47
23007,2021-05-27 08:32
23008,2022-05-19 08:38
23009,2022-05-19 08:16
23010,2022-05-19 07:21
23011,2022-05-19 01:25
23012,2022-05-19 00:42
23013,2022-05-19 00:20
23014,2022-05-19 00:18
23015,2022-05-19 00:04
23016,2022-05-18 23:43
23017,2022-05-18 21:31
23018,2022-05-18 21:13
23019,2022-05-18 21:09
23020,2022-05-19 08:41
23021,2022-05-19 08:42
23022,2022-05-19 16:57
23023,2022-05-19 11:17
23024,2022-05-19 08:42
23025,2022-05-19 08:41
23026,2022-05-19 00:20
23027,2022-05-18 15:38
23028,2022-05-18 15:22
23029,2022-05-18 09:37
23030,2022-05-17 16:52
23031,2022-05-17 16:27
23032,2022-05-19 08:41
23033,2022-05-19 08:42
23034,2022-05-17 12:34
23035,2022-05-17 10:55
23036,2022-05-17 01:04
23037,2022-05-16 13:04
23038,2022-05-16 12:11
23039,2022-05-16 10:13
23040,2022-05-16 10:12
23041,2022-05-16 10:07
23042,2022-05-15 10:39
23043,2022-05-15 01:28
23044,2022-05-19 08:41
23045,2022-05-19 08:42
23046,2022-05-14 14:34
23047,2022-05-14 14:06
23048,2022-05-14 13:44
23049,2022-05-14 10:41
23050,2022-05-14 07:55
23051,2022-05-20 22:37
23052,2022-05-20 15:40
23053,2022-05-20 13:39
23054,2022-05-20 13:38
23055,2022-05-20 13:10
23056,2022-05-19 08:41
23057,2022-05-19 08:42
23058,2022-05-20 11:35
23059,2022-05-20 11:29
23060,2022-05-20 11:22
23061,2022-05-20 10:48
23062,2022-05-20 10:47
23063,2022-05-19 22:59
23064,2022-05-19 10:16
23065,2022-05-19 10:16
23066,2022-05-19 10:15
23067,2022-05-19 10:15
23068,2022-05-19 08:41
23069,2022-05-19 08:42
23070,2022-05-19 09:41
23071,2022-05-19 09:05
23072,2022-05-19 09:02
23073,2022-05-18 14:11
23074,2022-05-18 11:02
23075,2022-05-18 09:30
23076,2022-05-18 08:30
23077,2022-05-17 12:37
23078,2022-05-17 11:57
23079,2022-05-17 09:34
23080,2022-05-19 08:41
23081,2022-05-19 08:42
23082,2022-05-16 16:24
23083,2022-05-16 11:00
23084,2022-05-16 10:13
23085,2022-05-16 03:15
23086,2022-05-15 21:28
23087,2022-05-15 09:40
23088,2022-05-14 19:44
23089,2022-05-20 16:56
23090,2022-05-20 16:33
23091,2022-05-20 09:32
23092,2022-05-19 08:41
23093,2022-05-19 08:42
23094,2022-05-20 09:27
23095,2022-05-06 07:41
23096,2022-05-05 22:58
23097,2022-05-05 22:48
23098,2022-05-05 18:01
23099,2022-05-05 15:57
23100,2022-05-05 12:24
23101,2022-05-05 11:47
23102,2022-05-05 11:35
23103,2022-05-05 09:33
23104,2022-05-19 08:41
23105,2022-05-19 08:42
23106,2022-05-04 23:31
23107,2022-05-04 12:32
23108,2022-05-04 11:50
23109,2022-05-04 03:49
23110,2022-05-04 03:30
23111,2022-05-04 03:18
23112,2022-05-03 10:22
23113,2022-04-30 19:12
23114,2022-04-30 11:19
23115,2022-04-29 22:15
23116,2022-05-19 08:41
23117,2022-05-19 08:42
23118,2022-04-29 12:51
23119,2022-04-29 12:42
23120,2022-04-29 12:02
23121,2022-04-28 09:57
23122,2022-04-28 07:38
23123,2022-04-27 12:04
23124,2022-04-27 11:41
23125,2022-04-27 08:01
23126,2022-04-26 10:25
23127,2022-04-25 23:03
23128,2022-05-19 08:41
23129,2022-05-19 08:42
23130,2022-04-25 16:46
23131,2022-04-25 05:20
23132,2022-04-24 12:06
23133,2022-04-23 17:04
23134,2022-04-23 11:26
23135,2022-04-22 22:39
23136,2022-04-22 12:21
23137,2022-04-21 20:46
23138,2022-04-21 16:56
23139,2022-04-21 07:59
23140,2022-05-19 08:41
23141,2022-05-19 08:42
23142,2022-04-20 11:37
23143,2022-04-20 09:04
23144,2022-04-20 06:33
23145,2022-04-19 08:53
23146,2022-04-18 17:53
23147,2022-04-18 17:48
23148,2022-04-18 14:53
23149,2022-04-15 15:44
23150,2022-04-15 15:24
23151,2022-04-15 14:06
23152,2022-05-19 08:41
23153,2022-05-19 08:42
23154,2022-04-15 10:55
23155,2022-04-15 10:51
23156,2022-04-15 10:16
23157,2022-04-15 09:56
23158,2022-04-15 09:19
23159,2022-04-15 08:51
23160,2022-04-14 15:48
23161,2022-04-14 10:02
23162,2022-04-14 10:00
23163,2022-04-14 09:55
23164,2022-05-19 08:41
23165,2022-05-19 08:42
23166,2022-04-14 09:16
23167,2022-04-14 09:14
23168,2022-04-14 08:41
23169,2022-04-13 11:02
23170,2022-04-13 09:52
23171,2022-04-12 14:13
23172,2022-04-12 14:10
23173,2022-04-12 05:17
23174,2022-04-11 13:51
23175,2022-04-11 10:51
23176,2022-05-19 08:41
23177,2022-05-19 08:42
23178,2022-04-11 09:00
23179,2022-04-11 08:57
23180,2022-04-11 08:56
23181,2022-04-11 08:55
23182,2022-04-11 08:47
23183,2022-04-09 22:56
23184,2022-04-09 20:02
23185,2022-04-09 07:43
23186,2022-04-08 22:47
23187,2022-04-08 16:49
23188,2022-05-19 08:41
23189,2022-05-19 08:42
23190,2022-04-08 11:21
23191,2022-04-08 09:33
23192,2022-04-07 17:25
23193,2022-04-07 13:56
23194,2022-04-07 13:48
23195,2022-04-07 12:10
23196,2022-04-06 12:59
23197,2022-04-05 15:29
23198,2022-04-05 12:53
23199,2022-04-05 12:49
23200,2022-05-19 08:41
23201,2022-05-19 08:42
23202,2022-04-05 11:53
23203,2022-04-05 11:46
23204,2022-04-05 11:45
23205,2022-04-05 11:43
23206,2022-04-05 10:50
23207,2022-04-05 10:04
23208,2022-04-05 08:13
23209,2022-04-05 04:35
23210,2022-04-05 01:51
23211,2022-04-04 09:23
23212,2022-05-19 08:41
23213,2022-05-19 08:42
23214,2022-04-04 09:21
23215,2022-04-04 02:27
23216,2022-04-02 12:09
23217,2022-04-01 17:01
23218,2022-04-01 16:58
23219,2022-04-01 16:45
23220,2022-04-01 15:55
23221,2022-04-01 10:24
23222,2022-04-01 10:23
23223,2022-03-31 18:54
23224,2022-05-19 08:41
23225,2022-05-19 08:42
23226,2022-03-31 17:08
23227,2022-03-31 15:06
23228,2022-03-31 15:00
23229,2022-03-31 11:19
23230,2022-03-31 11:15
23231,2022-03-31 01:17
23232,2022-03-30 16:40
23233,2022-03-29 15:56
23234,2022-03-29 15:14
23235,2022-03-29 13:07
23236,2022-05-19 08:41
23237,2022-05-19 08:42
23238,2022-03-29 13:06
23239,2022-03-29 12:47
23240,2022-03-29 12:45
23241,2022-03-29 12:40
23242,2022-03-26 14:32
23243,2022-03-26 11:09
23244,2022-03-25 22:19
23245,2022-03-25 17:20
23246,2022-03-25 17:00
23247,2022-03-25 15:25
23248,2022-05-19 08:41
23249,2022-05-19 08:42
23250,2022-03-25 12:11
23251,2022-03-25 12:10
23252,2022-03-25 09:13
23253,2022-03-24 23:05
23254,2022-03-24 19:57
23255,2022-03-24 18:45
23256,2022-03-24 18:29
23257,2022-03-24 11:03
23258,2022-03-24 09:22
23259,2022-03-23 21:15
23260,2022-05-19 08:41
23261,2022-05-19 08:42
23262,2022-03-23 16:46
23263,2022-03-23 16:38
23264,2022-03-23 16:29
23265,2022-03-23 09:15
23266,2022-03-21 06:18
23267,2022-03-20 18:44
23268,2022-03-18 12:43
23269,2022-03-18 12:06
23270,2022-03-18 11:33
23271,2022-03-18 10:52
23272,2022-05-19 08:41
23273,2022-05-19 08:42
23274,2022-03-16 14:12
23275,2022-03-16 12:47
23276,2022-03-13 19:41
23277,2022-03-10 22:29
23278,2022-03-10 14:13
23279,2022-03-10 12:43
23280,2022-03-10 05:03
23281,2022-03-08 13:29
23282,2022-03-08 09:50
23283,2022-03-07 23:30
23284,2022-05-19 08:41
23285,2022-05-19 08:42
23286,2022-03-07 14:42
23287,2022-03-07 12:31
23288,2022-03-07 09:42
23289,2022-03-07 08:31
23290,2022-03-06 17:48
23291,2022-03-06 17:44
23292,2022-03-05 21:18
23293,2022-03-05 12:29
23294,2022-03-04 15:48
23295,2022-03-04 13:39
23296,2022-05-19 08:41
23297,2022-05-19 08:42
23298,2022-03-04 13:11
23299,2022-03-04 13:10
23300,2022-03-04 11:16
23301,2022-03-03 10:49
23302,2022-03-02 13:40
23303,2022-03-02 12:59
23304,2022-03-02 12:58
23305,2022-03-01 23:30
23306,2022-03-01 15:18
23307,2022-03-01 12:48
23308,2022-05-19 08:41
23309,2022-05-19 08:42
23310,2022-02-28 22:05
23311,2022-02-28 18:55
23312,2022-02-28 17:04
23313,2022-02-28 14:29
23314,2022-02-28 13:47
23315,2022-02-28 13:27
23316,2022-02-27 15:43
23317,2022-02-25 16:03
23318,2022-02-25 15:51
23319,2022-02-25 14:10
23320,2022-05-19 08:41
23321,2022-05-19 08:42
23322,2022-02-25 09:26
23323,2022-02-24 17:46
23324,2022-02-24 09:51
23325,2022-02-23 16:38
23326,2022-02-22 16:51
23327,2022-02-22 15:09
23328,2022-02-22 11:51
23329,2022-02-22 11:27
23330,2022-02-22 08:52
23331,2022-02-21 14:41
23332,2022-05-19 08:41
23333,2022-05-19 08:42
23334,2022-02-21 13:55
23335,2022-02-20 11:41
23336,2022-02-20 07:25
23337,2022-02-18 21:57
23338,2022-02-18 11:45
23339,2022-02-18 10:39
23340,2022-02-17 09:25
23341,2022-02-15 21:34
23342,2022-02-15 21:12
23343,2022-02-15 20:19
23344,2022-05-19 08:41
23345,2022-05-19 08:42
23346,2022-02-15 17:33
23347,2022-02-15 17:30
23348,2022-02-15 12:40
23349,2022-02-15 08:50
23350,2022-02-14 16:13
23351,2022-02-14 12:46
23352,2022-02-14 09:31
23353,2022-02-12 19:17
23354,2022-02-12 16:21
23355,2022-02-11 20:57
23356,2022-05-19 08:41
23357,2022-05-19 08:42
23358,2022-02-11 16:55
23359,2022-02-11 11:13
23360,2022-02-11 10:59
23361,2022-02-11 09:27
23362,2022-02-10 12:14
23363,2022-02-10 12:08
23364,2022-02-10 00:20
23365,2022-02-09 17:02
23366,2022-02-09 14:36
23367,2022-02-08 19:59
23368,2022-05-19 08:41
23369,2022-05-19 08:42
23370,2022-02-08 15:27
23371,2022-02-08 10:40
23372,2022-02-08 10:20
23373,2022-02-04 11:14
23374,2022-02-03 12:11
23375,2022-02-01 22:57
23376,2022-02-01 17:25
23377,2022-02-01 16:52
23378,2022-02-01 09:36
23379,2022-01-29 17:04
23380,2022-05-19 08:41
23381,2022-05-19 08:42
23382,2022-01-29 17:01
23383,2022-01-29 16:58
23384,2022-01-29 16:56
23385,2022-01-29 16:52
23386,2022-01-29 16:37
23387,2022-01-29 16:30
23388,2022-01-29 16:23
23389,2022-01-28 17:03
23390,2022-01-28 15:38
23391,2022-01-28 12:51
23392,2022-05-19 08:41
23393,2022-05-19 08:42
23394,2022-01-27 10:48
23395,2022-01-26 10:14
23396,2022-01-23 12:38
23397,2022-01-21 09:44
23398,2022-01-20 15:39
23399,2022-01-16 17:50
23400,2022-01-13 16:53
23401,2022-01-12 15:30
23402,2022-01-05 11:18
23403,2022-01-04 14:23
23404,2022-05-19 08:41
23405,2022-05-19 08:42
23406,2022-01-01 13:59
23407,2021-12-30 14:09
23408,2021-12-30 13:48
23409,2021-12-29 02:06
23410,2021-12-24 11:59
23411,2021-12-23 06:13
23412,2021-12-23 05:58
23413,2021-12-22 21:05
23414,2021-12-22 21:03
23415,2021-12-22 21:03
23416,2022-05-19 08:41
23417,2022-05-19 08:42
23418,2021-12-21 14:26
23419,2021-12-20 09:49
23420,2021-12-19 09:16
23421,2021-12-19 09:13
23422,2021-12-14 01:06
23423,2021-12-13 11:39
23424,2021-12-13 08:47
23425,2021-12-12 18:45
23426,2021-12-09 10:43
23427,2021-12-07 11:31
23428,2022-05-19 08:41
23429,2022-05-19 08:42
23430,2021-12-07 09:54
23431,2021-12-06 21:51
23432,2021-12-03 18:47
23433,2021-11-26 13:12
23434,2021-11-26 13:12
23435,2021-11-26 09:25
23436,2021-11-26 08:58
23437,2021-11-26 08:58
23438,2021-11-24 11:50
23439,2021-11-19 16:47
23440,2022-05-19 08:41
23441,2022-05-19 08:42
23442,2021-11-16 12:11
23443,2021-11-16 11:03
23444,2021-11-15 14:12
23445,2021-11-14 09:48
23446,2021-11-12 08:41
23447,2021-11-11 16:46
23448,2021-11-11 12:21
23449,2021-11-10 12:01
23450,2021-11-06 12:30
23451,2021-11-04 09:45
23452,2022-05-19 08:41
23453,2022-05-19 08:42
23454,2021-11-03 11:34
23455,2021-11-03 09:29
23456,2021-11-02 15:49
23457,2021-11-02 14:16
23458,2021-11-02 13:19
23459,2021-10-28 08:40
23460,2021-10-27 12:59
23461,2021-10-27 11:42
23462,2021-10-26 23:03
23463,2021-10-25 20:12
23464,2022-05-19 08:41
23465,2022-05-19 08:42
23466,2021-10-22 12:27
23467,2021-10-21 12:37
23468,2021-10-17 20:05
23469,2021-10-16 01:55
23470,2021-10-13 16:26
23471,2021-10-11 10:52
23472,2021-10-07 11:25
23473,2021-10-07 11:25
23474,2021-10-07 09:43
23475,2021-10-04 14:42
23476,2022-05-19 08:41
23477,2022-05-19 08:42
23478,2021-09-30 18:14
23479,2021-09-21 11:52
23480,2021-09-07 16:39
23481,2021-09-06 12:44
23482,2021-09-06 12:43
23483,2021-09-06 12:41
23484,2021-08-13 20:04
23485,2021-08-04 14:09
23486,2021-07-30 13:36
23487,2021-07-30 13:32
23488,2022-05-19 08:41
23489,2022-05-19 08:42
23490,2021-07-27 15:00
23491,2021-06-07 00:47
23492,2021-05-27 08:32
23493,2022-05-20 08:00
23494,2022-05-20 07:10
23495,2022-05-20 01:37
23496,2022-05-20 00:05
23497,2022-05-19 23:04
23498,2022-05-19 23:03
23499,2022-05-19 23:02
23500,2022-05-19 23:02
23501,2022-05-19 23:01
23502,2022-05-19 23:00
23503,2022-05-19 22:58
23504,2022-05-19 22:56
23505,2022-05-20 22:38
23506,2022-05-21 06:35
23507,2022-05-21 06:31
23508,2022-05-20 22:38
23509,2022-05-20 21:13
23510,2022-05-20 19:58
23511,2022-05-20 12:24
23512,2022-05-20 09:01
23513,2022-05-20 08:47
23514,2022-05-19 16:57
23515,2022-05-19 11:17
23516,2022-05-20 22:38
23517,2022-05-19 08:42
23518,2022-05-19 08:41
23519,2022-05-19 00:20
23520,2022-05-18 15:38
23521,2022-05-18 15:22
23522,2022-05-18 09:37
23523,2022-05-17 16:52
23524,2022-05-17 16:27
23525,2022-05-17 12:34
23526,2022-05-17 10:55
23527,2022-05-20 22:38
23528,2022-05-17 01:04
23529,2022-05-16 13:04
23530,2022-05-16 12:11
23531,2022-05-16 10:13
23532,2022-05-16 10:12
23533,2022-05-16 10:07
23534,2022-05-15 10:39
23535,2022-05-21 14:34
23536,2022-05-21 14:06
23537,2022-05-21 13:44
23538,2022-05-20 22:38
23539,2022-05-21 10:41
23540,2022-05-21 07:55
23541,2022-05-20 22:37
23542,2022-05-20 15:40
23543,2022-05-20 13:39
23544,2022-05-20 13:38
23545,2022-05-20 13:10
23546,2022-05-20 11:35
23547,2022-05-20 11:29
23548,2022-05-20 11:22
23549,2022-05-20 22:38
23550,2022-05-20 10:48
23551,2022-05-20 10:47
23552,2022-05-19 22:59
23553,2022-05-19 10:16
23554,2022-05-19 10:16
23555,2022-05-19 10:15
23556,2022-05-19 10:15
23557,2022-05-19 09:41
23558,2022-05-19 09:05
23559,2022-05-19 09:02
23560,2022-05-20 22:38
23561,2022-05-18 14:11
23562,2022-05-18 11:02
23563,2022-05-18 09:30
23564,2022-05-18 08:30
23565,2022-05-17 12:37
23566,2022-05-17 11:57
23567,2022-05-17 09:34
23568,2022-05-16 16:24
23569,2022-05-16 11:00
23570,2022-05-16 10:13
23571,2022-05-20 22:38
23572,2022-05-16 03:15
23573,2022-05-15 21:28
23574,2022-05-21 19:44
23575,2022-05-06 16:56
23576,2022-05-06 16:33
23577,2022-05-06 09:32
23578,2022-05-06 09:27
23579,2022-05-06 07:41
23580,2022-05-05 22:58
23581,2022-05-05 22:48
23582,2022-05-20 22:38
23583,2022-05-05 18:01
23584,2022-05-05 15:57
23585,2022-05-05 12:24
23586,2022-05-05 11:47
23587,2022-05-05 11:35
23588,2022-05-05 09:33
23589,2022-05-04 23:31
23590,2022-05-04 12:32
23591,2022-05-04 11:50
23592,2022-05-04 03:49
23593,2022-05-20 22:38
23594,2022-05-04 03:30
23595,2022-05-04 03:18
23596,2022-05-03 10:22
23597,2022-04-30 19:12
23598,2022-04-30 11:19
23599,2022-04-29 22:15
23600,2022-04-29 12:51
23601,2022-04-29 12:42
23602,2022-04-29 12:02
23603,2022-04-28 09:57
23604,2022-05-20 22:38
23605,2022-04-28 07:38
23606,2022-04-27 12:04
23607,2022-04-27 11:41
23608,2022-04-27 08:01
23609,2022-04-26 10:25
23610,2022-04-25 23:03
23611,2022-04-25 16:46
23612,2022-04-25 05:20
23613,2022-04-24 12:06
23614,2022-04-23 17:04
23615,2022-05-20 22:38
23616,2022-04-23 11:26
23617,2022-04-22 22:39
23618,2022-04-22 12:21
23619,2022-04-21 20:46
23620,2022-04-21 16:56
23621,2022-04-21 07:59
23622,2022-04-20 11:37
23623,2022-04-20 09:04
23624,2022-04-20 06:33
23625,2022-04-19 08:53
23626,2022-05-20 22:38
23627,2022-04-18 17:53
23628,2022-04-18 17:48
23629,2022-04-18 14:53
23630,2022-04-15 15:44
23631,2022-04-15 15:24
23632,2022-04-15 14:06
23633,2022-04-15 10:55
23634,2022-04-15 10:51
23635,2022-04-15 10:16
23636,2022-04-15 09:56
23637,2022-05-20 22:38
23638,2022-04-15 09:19
23639,2022-04-15 08:51
23640,2022-04-14 15:48
23641,2022-04-14 10:02
23642,2022-04-14 10:00
23643,2022-04-14 09:55
23644,2022-04-14 09:16
23645,2022-04-14 09:14
23646,2022-04-14 08:41
23647,2022-04-13 11:02
23648,2022-05-20 22:38
23649,2022-04-13 09:52
23650,2022-04-12 14:13
23651,2022-04-12 14:10
23652,2022-04-12 05:17
23653,2022-04-11 13:51
23654,2022-04-11 10:51
23655,2022-04-11 09:00
23656,2022-04-11 08:57
23657,2022-04-11 08:56
23658,2022-04-11 08:55
23659,2022-05-20 22:38
23660,2022-04-11 08:47
23661,2022-04-09 22:56
23662,2022-04-09 20:02
23663,2022-04-08 22:47
23664,2022-04-08 16:49
23665,2022-04-08 11:21
23666,2022-04-08 09:33
23667,2022-04-07 13:56
23668,2022-04-07 13:48
23669,2022-04-07 12:10
23670,2022-05-20 22:38
23671,2022-04-06 12:59
23672,2022-04-05 15:29
23673,2022-04-05 12:53
23674,2022-04-05 12:49
23675,2022-04-05 11:53
23676,2022-04-05 11:46
23677,2022-04-05 11:45
23678,2022-04-05 11:43
23679,2022-04-05 10:50
23680,2022-04-05 10:04
23681,2022-05-20 22:38
23682,2022-04-05 08:13
23683,2022-04-05 04:35
23684,2022-04-05 01:51
23685,2022-04-04 09:23
23686,2022-04-04 09:21
23687,2022-04-04 02:27
23688,2022-04-02 12:09
23689,2022-04-01 17:01
23690,2022-04-01 16:58
23691,2022-04-01 16:45
23692,2022-05-20 22:38
23693,2022-04-01 15:55
23694,2022-04-01 10:24
23695,2022-04-01 10:23
23696,2022-03-31 18:54
23697,2022-03-31 17:08
23698,2022-03-31 15:06
23699,2022-03-31 15:00
23700,2022-03-31 11:19
23701,2022-03-31 11:15
23702,2022-03-31 01:17
23703,2022-05-20 22:38
23704,2022-03-30 16:40
23705,2022-03-29 15:56
23706,2022-03-29 15:14
23707,2022-03-29 13:07
23708,2022-03-29 13:06
23709,2022-03-29 12:47
23710,2022-03-29 12:45
23711,2022-03-29 12:40
23712,2022-03-26 14:32
23713,2022-03-26 11:09
23714,2022-05-20 22:38
23715,2022-03-25 22:19
23716,2022-03-25 17:20
23717,2022-03-25 17:00
23718,2022-03-25 15:25
23719,2022-03-25 12:11
23720,2022-03-25 12:10
23721,2022-03-25 09:13
23722,2022-03-24 23:05
23723,2022-03-24 19:57
23724,2022-03-24 18:45
23725,2022-05-20 22:38
23726,2022-03-24 18:29
23727,2022-03-24 11:03
23728,2022-03-24 09:22
23729,2022-03-23 21:15
23730,2022-03-23 16:46
23731,2022-03-23 16:38
23732,2022-03-23 16:29
23733,2022-03-23 09:15
23734,2022-03-20 18:44
23735,2022-03-18 12:43
23736,2022-05-20 22:38
23737,2022-03-18 12:06
23738,2022-03-18 11:33
23739,2022-03-18 10:52
23740,2022-03-16 14:12
23741,2022-03-16 12:47
23742,2022-03-13 19:41
23743,2022-03-10 22:29
23744,2022-03-10 14:13
23745,2022-03-10 12:43
23746,2022-03-10 05:03
23747,2022-05-20 22:38
23748,2022-03-08 13:29
23749,2022-03-08 09:50
23750,2022-03-07 23:30
23751,2022-03-07 14:42
23752,2022-03-07 12:31
23753,2022-03-07 09:42
23754,2022-03-07 08:31
23755,2022-03-06 17:48
23756,2022-03-06 17:44
23757,2022-03-05 21:18
23758,2022-05-20 22:38
23759,2022-03-05 12:29
23760,2022-03-04 15:48
23761,2022-03-04 13:39
23762,2022-03-04 13:11
23763,2022-03-04 13:10
23764,2022-03-04 11:16
23765,2022-03-03 10:49
23766,2022-03-02 13:40
23767,2022-03-02 12:59
23768,2022-03-02 12:58
23769,2022-05-20 22:38
23770,2022-03-01 23:30
23771,2022-03-01 15:18
23772,2022-03-01 12:48
23773,2022-02-28 22:05
23774,2022-02-28 18:55
23775,2022-02-28 17:04
23776,2022-02-28 14:29
23777,2022-02-28 13:47
23778,2022-02-28 13:27
23779,2022-02-27 15:43
23780,2022-05-20 22:38
23781,2022-02-25 16:03
23782,2022-02-25 15:51
23783,2022-02-25 14:10
23784,2022-02-25 09:26
23785,2022-02-24 17:46
23786,2022-02-24 09:51
23787,2022-02-23 16:38
23788,2022-02-22 16:51
23789,2022-02-22 15:09
23790,2022-02-22 11:51
23791,2022-05-20 22:38
23792,2022-02-22 11:27
23793,2022-02-22 08:52
23794,2022-02-21 14:41
23795,2022-02-21 13:55
23796,2022-02-20 11:41
23797,2022-02-20 07:25
23798,2022-02-18 21:57
23799,2022-02-18 11:45
23800,2022-02-18 10:39
23801,2022-02-17 09:25
23802,2022-05-20 22:38
23803,2022-02-15 21:34
23804,2022-02-15 21:12
23805,2022-02-15 20:19
23806,2022-02-15 17:33
23807,2022-02-15 17:30
23808,2022-02-15 12:40
23809,2022-02-15 08:50
23810,2022-02-14 16:13
23811,2022-02-14 12:46
23812,2022-02-14 09:31
23813,2022-05-20 22:38
23814,2022-02-12 19:17
23815,2022-02-12 16:21
23816,2022-02-11 20:57
23817,2022-02-11 16:55
23818,2022-02-11 11:13
23819,2022-02-11 10:59
23820,2022-02-11 09:27
23821,2022-02-10 12:14
23822,2022-02-10 12:08
23823,2022-02-10 00:20
23824,2022-05-20 22:38
23825,2022-02-09 14:36
23826,2022-02-08 15:27
23827,2022-02-08 10:40
23828,2022-02-08 10:20
23829,2022-02-04 11:14
23830,2022-02-03 12:11
23831,2022-02-01 22:57
23832,2022-02-01 17:25
23833,2022-02-01 16:52
23834,2022-02-01 09:36
23835,2022-05-20 22:38
23836,2022-01-29 17:04
23837,2022-01-29 17:01
23838,2022-01-29 16:58
23839,2022-01-29 16:56
23840,2022-01-29 16:52
23841,2022-01-29 16:37
23842,2022-01-29 16:30
23843,2022-01-29 16:23
23844,2022-01-28 17:03
23845,2022-01-28 15:38
23846,2022-05-20 22:38
23847,2022-01-28 12:51
23848,2022-01-27 10:48
23849,2022-01-26 10:14
23850,2022-01-23 12:38
23851,2022-01-21 09:44
23852,2022-01-16 17:50
23853,2022-01-13 16:53
23854,2022-01-12 15:30
23855,2022-01-05 11:18
23856,2022-01-04 14:23
23857,2022-05-20 22:38
23858,2022-01-01 13:59
23859,2021-12-30 14:09
23860,2021-12-30 13:48
23861,2021-12-29 02:06
23862,2021-12-24 11:59
23863,2021-12-23 06:13
23864,2021-12-23 05:58
23865,2021-12-22 21:05
23866,2021-12-22 21:03
23867,2021-12-22 21:03
23868,2022-05-20 22:38
23869,2021-12-21 14:26
23870,2021-12-20 09:49
23871,2021-12-19 09:16
23872,2021-12-19 09:13
23873,2021-12-14 01:06
23874,2021-12-13 11:39
23875,2021-12-13 08:47
23876,2021-12-12 18:45
23877,2021-12-09 10:43
23878,2021-12-07 11:31
23879,2022-05-20 22:38
23880,2021-12-07 09:54
23881,2021-12-06 21:51
23882,2021-12-03 18:47
23883,2021-11-26 13:12
23884,2021-11-26 13:12
23885,2021-11-26 09:25
23886,2021-11-26 08:58
23887,2021-11-26 08:58
23888,2021-11-24 11:50
23889,2021-11-19 16:47
23890,2022-05-20 22:38
23891,2021-11-16 12:11
23892,2021-11-16 11:03
23893,2021-11-15 14:12
23894,2021-11-14 09:48
23895,2021-11-12 08:41
23896,2021-11-11 16:46
23897,2021-11-11 12:21
23898,2021-11-10 12:01
23899,2021-11-06 12:30
23900,2021-11-04 09:45
23901,2022-05-20 22:38
23902,2021-11-03 11:34
23903,2021-11-03 09:29
23904,2021-11-02 15:49
23905,2021-11-02 14:16
23906,2021-11-02 13:19
23907,2021-10-28 08:40
23908,2021-10-27 12:59
23909,2021-10-27 11:42
23910,2021-10-26 23:03
23911,2021-10-25 20:12
23912,2022-05-20 22:38
23913,2021-10-22 12:27
23914,2021-10-21 12:37
23915,2021-10-17 20:05
23916,2021-10-16 01:55
23917,2021-10-13 16:26
23918,2021-10-11 10:52
23919,2021-10-07 11:25
23920,2021-10-07 11:25
23921,2021-10-07 09:43
23922,2021-10-04 14:42
23923,2022-05-20 22:38
23924,2021-09-30 18:14
23925,2021-09-21 11:52
23926,2021-09-07 16:39
23927,2021-09-06 12:44
23928,2021-09-06 12:43
23929,2021-09-06 12:41
23930,2021-08-13 20:04
23931,2021-08-04 14:09
23932,2021-07-30 13:36
23933,2021-07-30 13:32
23934,2022-05-20 22:38
23935,2021-07-27 15:00
23936,2021-06-07 00:47
23937,2021-05-27 08:32
23938,2022-05-21 07:41
23939,2022-05-21 07:24
23940,2022-05-21 06:35
23941,2022-05-21 06:31
23942,2022-05-21 03:02
23943,2022-05-21 00:50
23944,2022-05-20 22:54
23945,2022-05-20 21:42
23946,2022-05-20 21:40
23947,2022-05-20 21:13
23948,2022-05-20 21:11
23949,2022-05-20 20:31
23950,2022-05-21 09:53
23951,2022-05-21 21:34
23952,2022-05-21 13:20
23953,2022-05-21 13:19
23954,2022-05-21 09:53
23955,2022-05-21 06:35
23956,2022-05-21 06:31
23957,2022-05-20 22:38
23958,2022-05-20 19:58
23959,2022-05-20 12:24
23960,2022-05-20 09:01
23961,2022-05-21 09:53
23962,2022-05-20 08:47
23963,2022-05-19 16:57
23964,2022-05-19 08:42
23965,2022-05-19 08:41
23966,2022-05-19 00:20
23967,2022-05-18 15:38
23968,2022-05-18 15:22
23969,2022-05-18 09:37
23970,2022-05-17 16:52
23971,2022-05-17 16:27
23972,2022-05-21 09:53
23973,2022-05-17 12:34
23974,2022-05-17 10:55
23975,2022-05-17 01:04
23976,2022-05-16 13:04
23977,2022-05-16 12:11
23978,2022-05-16 10:12
23979,2022-05-16 10:07
23980,2022-05-22 10:39
23981,2022-05-21 14:34
23982,2022-05-21 14:06
23983,2022-05-21 09:53
23984,2022-05-21 13:44
23985,2022-05-21 10:41
23986,2022-05-21 07:55
23987,2022-05-20 22:37
23988,2022-05-20 15:40
23989,2022-05-20 13:39
23990,2022-05-20 13:38
23991,2022-05-20 13:10
23992,2022-05-20 11:35
23993,2022-05-20 11:29
23994,2022-05-21 09:53
23995,2022-05-20 10:48
